logo-PsAlMQQF src	apply-common-tooltip	apply-common-tooltip href	apply-common-tooltip 2	cell-RLhfr_y4	positive-p_QIAEOQ	cell-RLhfr_y4 2	cell-RLhfr_y4 3	cell-RLhfr_y4 4	cell-RLhfr_y4 5	currency-WyLKdeog 5	cell-RLhfr_y4 6	currency-WyLKdeog 6	positive-p_QIAEOQ 2	dataMode-FRcSVmGO
https://s3-symbol-logo.tradingview.com/indonesia-kendaraan-terminal-tbk.svg	IPCC	https://www.tradingview.com/symbols/IDX-IPCC/	INDONESIA KENDARAAN TERMINAL TBK	51.13 M	0.1842	21.13 M	15.5 M	13.5 M	20.85 M	USD	0.01	USD	0.2038	D
https://s3-symbol-logo.tradingview.com/global-mofy-ai-limited.svg	GMM	https://www.tradingview.com/symbols/NASDAQ-GMM/	Global Mofy AI Limited	41.36 M	0.5382	20.8 M	6 M	12.14 M	11.72 M	USD	0.42	USD	0.6803	
https://s3-symbol-logo.tradingview.com/sandd-co-ltd.svg	260970	https://www.tradingview.com/symbols/KRX-260970/	S&D CO., LTD	86.42 M	0.3637	19.93 M	14.73 M	12.55 M	16 M	USD	4.26	USD	1.0258	D
	3570	https://www.tradingview.com/symbols/TPEX-3570/	OTSUKA INFORMATION TECHNOLOGY CORP.	71.69 M	0.4026	19.52 M	9.08 M	7.3 M	9.94 M	USD	0.43	USD	0.1947	
	ARYT	https://www.tradingview.com/symbols/TASE-ARYT/	ARYT	34.73 M	1.1861	19.5 M	16.14 M	16.38 M	16.68 M	USD	0.17	USD	4.5626	D
	6028	https://www.tradingview.com/symbols/TPEX-6028/	GOLDEN INSURANCE BROKERS CO LTD	136.41 M	0.4719	19.11 M	8.99 M	7.28 M	11.7 M	USD	0.36	USD	1.0007	
https://s3-symbol-logo.tradingview.com/rojukiss-international.svg	KISS	https://www.tradingview.com/symbols/SET-KISS/	ROJUKISS INTERNATIONAL PCL	35.35 M	0.2381	18.25 M	5.76 M	4.85 M	6.3 M	USD	0.01	USD	0.2166	D
	4987	https://www.tradingview.com/symbols/TPEX-4987/	GODEX INTERNATIONA	39.68 M	0.1671	17.47 M	8.29 M	6.92 M	9.45 M	USD	0.22	USD	0.641	
	2751	https://www.tradingview.com/symbols/TPEX-2751/	KINGZA INTERNATIONAL CO LTD	42.6 M	0.5385	17.41 M	2.4 M	2.51 M	7.14 M	USD	0.13	USD	3.9688	
https://s3-symbol-logo.tradingview.com/sk-telecom.svg	408920	https://www.tradingview.com/symbols/KRX-408920/	MESSE ESANG	46.11 M	0.2923	16.73 M	11.63 M	9.21 M	12.78 M	USD	0.21	USD	0.5327	D
https://s3-symbol-logo.tradingview.com/sure-global-tech-co.svg	9550	https://www.tradingview.com/symbols/TADAWUL-9550/	SURE GLOBAL TECH CO	65.59 M	0.2693	16.32 M	10.02 M	8.88 M	10.75 M	USD	1.17	USD	0.1821	D
https://s3-symbol-logo.tradingview.com/micro-contact-solution-coltd.svg	98120	https://www.tradingview.com/symbols/KRX-098120/	MICRO CONTACT SOLUTION CO.,LTD.	54.46 M	0.2445	16.2 M	8.91 M	8.75 M	10.38 M	USD	1.05	USD	0.7014	D
https://s3-symbol-logo.tradingview.com/twareat-medical-care-co.svg	9627	https://www.tradingview.com/symbols/TADAWUL-9627/	TWAREAT MEDICAL CARE CO.	51.01 M	0.2397	16.13 M	6.76 M	6.25 M	7.82 M	USD	0.16	USD	0.6598	D
https://s3-symbol-logo.tradingview.com/cogstate-ltd.svg	CGS	https://www.tradingview.com/symbols/ASX-CGS/	COGSTATE LTD	45.19 M	0.183	15.56 M	10 M	6.89 M	12.57 M	USD	0.04	USD	0.3631	D
	6498	https://www.tradingview.com/symbols/TPEX-6498/	POWERTIP IMAGE CORP	32.93 M	0.6161	15.25 M	10.43 M	7.6 M	12.64 M	USD	0.18	USD	0.9528	
https://s3-symbol-logo.tradingview.com/ms-hldgs-ltd.svg	1451	https://www.tradingview.com/symbols/HKEX-1451/	MS GROUP HLDGS LTD	54.19 M	0.7996	15.17 M	8.01 M	6.35 M	9.25 M	USD	0.03	USD	2.0332	D
https://s3-symbol-logo.tradingview.com/idp-ltd.svg	332370	https://www.tradingview.com/symbols/KRX-332370/	IDP CORP., LTD.	31.86 M	0.3031	15.05 M	7.66 M	7.7 M	8.42 M	USD	0.61	USD	1.0518	D
https://s3-symbol-logo.tradingview.com/kelly-partners-hldgs-ltd.svg	KPG	https://www.tradingview.com/symbols/ASX-KPG/	KELLY PARTNERS GROUP HOLDINGS LIMITED	74.37 M	0.2603	14.69 M	14.83 M	6.53 M	23.06 M	USD	0.15	USD	2.2033	D
	4772	https://www.tradingview.com/symbols/TPEX-4772/	TAIWAN SPECIALITY CHEMICALS CORPORA	26.35 M	0.647	14.62 M	11.98 M	12.24 M	14.41 M	USD	0.09	USD	0.8968	
https://s3-symbol-logo.tradingview.com/mcb-arif-habib-savings-and-investments.svg	MCBIM	https://www.tradingview.com/symbols/PSX-MCBIM/	MCB INVESTMENT MANAGEMENT LIMITED	14.54 M	1.523	14.25 M	5.49 M	5.5 M	5.73 M	USD	0.08	USD	0.9372	D
https://s3-symbol-logo.tradingview.com/shifa-international-hospitals.svg	SHFA	https://www.tradingview.com/symbols/PSX-SHFA/	SHIFA INTERNATIONAL HOSPITALS LTD	93.96 M	0.1684	14.21 M	13.44 M	7.53 M	17.21 M	USD	0.12	USD	1.0228	D
https://s3-symbol-logo.tradingview.com/ntg-clarity-networks.svg	NCI	https://www.tradingview.com/symbols/TSXV-NCI/	NTG CLARITY NETWORKS INC	39 M	1.0242	14.15 M	6.97 M	6.85 M	7.67 M	USD	0.16	USD	2.4456	D
https://s3-symbol-logo.tradingview.com/cellecor-gadgets-ltd.svg	CELLECOR	https://www.tradingview.com/symbols/NSE-CELLECOR/	CELLECOR GADGETS LTD	120.06 M	1.05	13.99 M	6.27 M	3.62 M	6.37 M	USD	0.02	USD	0.8725	
https://s3-symbol-logo.tradingview.com/ha-giang-mineral-mechanics-jsc.svg	HGM	https://www.tradingview.com/symbols/HNX-HGM/	HA GIANG MINERAL MECHANICS JSC	18.41 M	1.4951	13.55 M	12.54 M	10.47 M	12.69 M	USD	0.84	USD	3.047	D
https://s3-symbol-logo.tradingview.com/cyberone-co-ltd.svg	356890	https://www.tradingview.com/symbols/KRX-356890/	CYBERONE CO., LTD.	32.5 M	0.8033	13.43 M	7.22 M	6.37 M	8.01 M	USD	0.53	USD	3.8523	D
https://s3-symbol-logo.tradingview.com/i-jang-industria-co-ltd.svg	8342	https://www.tradingview.com/symbols/TPEX-8342/	I JANG INDUSTRIA CO LTD	52.07 M	0.1535	12.99 M	7.12 M	7.34 M	8.48 M	USD	0.22	USD	0.215	
https://s3-symbol-logo.tradingview.com/comstock-holding-companies.svg	CHCI	https://www.tradingview.com/symbols/NASDAQ-CHCI/	Comstock Holding Companies, Inc.	53.3 M	0.1821	12.95 M	10.87 M	15.24 M	11.19 M	USD	1.52	USD	0.9377	
	ADB	https://www.tradingview.com/symbols/MYX-ADB/	AUTOCOUNT DOTCOM BERHAD	16.28 M	0.6331	12.76 M	8.55 M	6.56 M	8.88 M	USD	0.01	USD	1.2553	D
https://s3-symbol-logo.tradingview.com/dragon-mining-limited.svg	1712	https://www.tradingview.com/symbols/HKEX-1712/	DRAGON MINING LIMITED	48.22 M	0.1894	12.61 M	8.77 M	8.53 M	14.43 M	USD	0.05	USD	1.5027	D
	APP	https://www.tradingview.com/symbols/SET-APP/	APPLICAD PCL	30.96 M	0.228	12.58 M	2.79 M	2.86 M	3.59 M	USD	0.01	USD	1.9242	D
https://s3-symbol-logo.tradingview.com/plejd.svg	PLEJD	https://www.tradingview.com/symbols/NGM-PLEJD/	PLEJD AB	59.61 M	0.2901	12.32 M	12.32 M	9.42 M	18.45 M	USD	0.84	USD	1.3049	
https://s3-symbol-logo.tradingview.com/ghandhara-nissan.svg	GAL	https://www.tradingview.com/symbols/PSX-GAL/	GHANDHARA AUTOMOBILES LTD	65.63 M	1.3132	12.31 M	9.85 M	9.05 M	11.09 M	USD	0.16	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/edarat-communication-and-information-technology-co.svg	9557	https://www.tradingview.com/symbols/TADAWUL-9557/	EDARAT COMMUNICATION AND INFORMATION TECHNOLOGY CO.	27.81 M	0.3032	11.89 M	7.28 M	6.56 M	8.2 M	USD	2.61	USD	0.4213	D
https://s3-symbol-logo.tradingview.com/phuong-nam-education-inv-and-dev-jsc.svg	SED	https://www.tradingview.com/symbols/HNX-SED/	PHUONG NAM EDUCATION INV & DEV JSC	51.25 M	0.2424	11.75 M	2.99 M	2.29 M	—	USD	0.25		0.3914	D
https://s3-symbol-logo.tradingview.com/zalaris-asa.svg	ZAL	https://www.tradingview.com/symbols/OSL-ZAL/	ZALARIS ASA	132.79 M	0.176	11.67 M	11.67 M	5.67 M	22.72 M	USD	0.24	USD	0.8921	D
https://s3-symbol-logo.tradingview.com/earth-science-tech.svg	ETST	https://www.tradingview.com/symbols/OTC-ETST/	Earth Science Tech, Inc.	30.46 M	4.0898	11.5 M	3.57 M	2.31 M	3.72 M	USD	0.01	USD	6.5	D
https://s3-symbol-logo.tradingview.com/renuka-holdings.svg	VLL.N0000	https://www.tradingview.com/symbols/CSELK-VLL.N0000/	VIDULLANKA PLC	20.6 M	0.1544	11.41 M	8.14 M	5.37 M	9.69 M	USD	0.01	USD	0.4851	
https://s3-symbol-logo.tradingview.com/sks-technologies-limited.svg	SKS	https://www.tradingview.com/symbols/ASX-SKS/	SKS TECHNOLOGIES GROUP LIMITED	122.86 M	1.1332	10.98 M	7.99 M	6.55 M	9.48 M	USD	0.06	USD	4.0588	D
https://s3-symbol-logo.tradingview.com/optex-systems.svg	OPXS	https://www.tradingview.com/symbols/NASDAQ-OPXS/	Optex Systems Holdings, Inc.	37.43 M	0.2177	10.78 M	6.07 M	4.89 M	6.6 M	USD	0.71	USD	0.3641	
https://s3-symbol-logo.tradingview.com/trang.svg	TFC	https://www.tradingview.com/symbols/HNX-TFC/	TRANG CORPORATION	35.4 M	0.1604	10.23 M	6.43 M	5.87 M	6.62 M	USD	0.35	USD	1.8812	D
	ATR	https://www.tradingview.com/symbols/GPW-ATR/	ATREM	51.12 M	0.2744	9.79 M	5.62 M	4.83 M	6.2 M	USD	0.52	USD	0.9792	D
https://s3-symbol-logo.tradingview.com/idaho-strategic-resources.svg	IDR	https://www.tradingview.com/symbols/AMEX-IDR/	Idaho Strategic Resources, Inc.	27.14 M	0.6742	9.79 M	7.92 M	8.27 M	9.94 M	USD	0.62	USD	1.3652	
	6855	https://www.tradingview.com/symbols/TPEX-6855/	ECLATORQ TECHNOLOGY CO LTD	19.18 M	0.2265	9.58 M	6.33 M	6.57 M	6.61 M	USD	0.28	USD	0.263	
	AHC	https://www.tradingview.com/symbols/ASX-AHC/	AUSTCO HEALTHCARE LIMITED	44.68 M	0.631	9.47 M	5.34 M	5.47 M	6.98 M	USD	0.02	USD	2.8986	D
https://s3-symbol-logo.tradingview.com/matriks-bilgi-dagitim.svg	MTRKS	https://www.tradingview.com/symbols/BIST-MTRKS/	MATRIKS FINANSAL TEKNOLOJILER	25.64 M	0.5466	9.35 M	7.62 M	3.37 M	11.26 M	USD	0.04	USD	0.7369	D
	MAM	https://www.tradingview.com/symbols/ASX-MAM/	MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED	9.37 M	0.195	9.24 M	7.48 M	4.63 M	7.61 M	USD	0.03	USD	0.2926	D
https://s3-symbol-logo.tradingview.com/table-trac.svg	TBTC	https://www.tradingview.com/symbols/OTC-TBTC/	Table Trac, Inc.	12.68 M	0.3774	9.02 M	2.67 M	2.35 M	2.7 M	USD	0.51	USD	0.8203	D
https://s3-symbol-logo.tradingview.com/ninh-binh-phosphate-fertilizer-jsc.svg	NFC	https://www.tradingview.com/symbols/HNX-NFC/	NINH BINH PHOSPHATE FERTILIZER JSC	42.41 M	0.2805	8.95 M	3.47 M	2.83 M	3.6 M	USD	0.18	USD	1.4141	D
	7714	https://www.tradingview.com/symbols/TPEX-7714/	UNIFORCE TECHNOLOGY CORPORATION	43.22 M	0.3384	8.82 M	4.15 M	3.24 M	4.48 M	USD	0.17	USD	0.9433	
https://s3-symbol-logo.tradingview.com/acorn-energy.svg	ACFN	https://www.tradingview.com/symbols/OTC-ACFN/	Acorn Energy, Inc.	11.95 M	0.4158	8.73 M	2.46 M	6.69 M	2.59 M	USD	2.67	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/loco-hong-kong-limited.svg	8162	https://www.tradingview.com/symbols/HKEX-8162/	LOCO HONG KONG HOLDINGS LIMITED	1.95 B	0.4104	8.62 M	6.42 M	4.14 M	7.02 M	USD	0	USD	0.8476	D
	6898	https://www.tradingview.com/symbols/TPEX-6898/	CHAINSEA INFORMATION INTEGRATION CO	34.4 M	0.2195	8.47 M	5.7 M	5.56 M	6.37 M	USD	0.23	USD	0.3951	
	CLOUDPT	https://www.tradingview.com/symbols/MYX-CLOUDPT/	CLOUDPOINT TECHNOLOGY BERHAD	32.38 M	0.3165	8.42 M	5.84 M	4.54 M	6.14 M	USD	0.01	USD	0.2525	D
https://s3-symbol-logo.tradingview.com/amundi.svg	HNW	https://www.tradingview.com/symbols/AMEX-HNW/	Pioneer Diversified High Income Fund, Inc.	9.71 M	0.4764	8.31 M	24.56 M	21.81 M	24.56 M	USD	2.62	USD	1.19	
https://s3-symbol-logo.tradingview.com/ever-glory.svg	ZKX	https://www.tradingview.com/symbols/SGX-ZKX/	EVER GLORY	54.66 M	0.5727	7.81 M	5.64 M	6.56 M	6.08 M	USD	0.03	USD	0.4809	D
	6820	https://www.tradingview.com/symbols/TPEX-6820/	ACON OPTICS COMMUNICATIONS INC	23.19 M	0.2677	7.76 M	2.28 M	2.49 M	4.39 M	USD	0.11	USD	4.8072	
https://s3-symbol-logo.tradingview.com/ulima-nitra-tbk.svg	UNIQ	https://www.tradingview.com/symbols/IDX-UNIQ/	ULIMA NITRA TBK	41.14 M	0.1689	7.71 M	5.96 M	4.12 M	12.53 M	USD	0	USD	0.5701	D
https://s3-symbol-logo.tradingview.com/reclaims-global.svg	NEX	https://www.tradingview.com/symbols/SGX-NEX/	RECLAIMS GLOBAL	32.66 M	0.827	7.55 M	4.79 M	4.09 M	6.31 M	USD	0.03	USD	2.6638	D
https://s3-symbol-logo.tradingview.com/sa-giang-import-export.svg	SGC	https://www.tradingview.com/symbols/HNX-SGC/	SA GIANG IMPORT-EXPORT CORPORATION	27.79 M	0.3528	7.42 M	4.39 M	3.87 M	5.22 M	USD	0.54	USD	0.4142	D
https://s3-symbol-logo.tradingview.com/sahathai-printing-and-packaging-pcl.svg	STP	https://www.tradingview.com/symbols/SET-STP/	SAHATHAI PRINTING & PACKAGING PCL	21.37 M	0.2768	7.41 M	5.11 M	4.69 M	6.63 M	USD	0.05	USD	0.4427	D
	6986	https://www.tradingview.com/symbols/TPEX-6986/	HEXUN BIOSCIENCES CO LTD	8.72 M	1.1936	7.41 M	4.74 M	4.48 M	5.46 M	USD	0.1	USD	3.4517	
https://s3-symbol-logo.tradingview.com/js-momentum-factor-etf.svg	JSGCL	https://www.tradingview.com/symbols/PSX-JSGCL/	JS GLOBAL CAPITAL LTD	7.33 M	0.4988	6.97 M	2.6 M	1.95 M	2.88 M	USD	0.07	USD	1.5926	D
https://s3-symbol-logo.tradingview.com/indexa-capital-sa.svg	INDXA	https://www.tradingview.com/symbols/BME-INDXA/	INDEXA CAPITAL GROUP, S.A.	6.87 M	0.3655	6.74 M	1.18 M	791.94 K	1.25 M	USD	0.05	USD	0.8754	D
https://s3-symbol-logo.tradingview.com/arab-pharmaceuticals.svg	ADCI	https://www.tradingview.com/symbols/EGX-ADCI/	ARAB PHARMACEUTICALS	17.92 M	0.2866	6.68 M	3.44 M	2.37 M	3.74 M	USD	0.4	USD	0.4701	D
https://s3-symbol-logo.tradingview.com/manforce-berhad.svg	MFGROUP	https://www.tradingview.com/symbols/MYX-MFGROUP/	MANFORCE GROUP BERHAD	40.63 M	0.2464	6.67 M	3.43 M	2.38 M	3.7 M	USD	0.01	USD	0.7113	D
	LFECORP	https://www.tradingview.com/symbols/MYX-LFECORP/	LFE CORPORATION BHD	34.41 M	0.3475	6.31 M	4.89 M	5.67 M	—	USD	0.01		0.877	D
https://s3-symbol-logo.tradingview.com/vinsys-it-services.svg	VINSYS	https://www.tradingview.com/symbols/NSE-VINSYS/	VINSYS IT SERVICES IND LTD	24.77 M	0.2416	5.84 M	4.19 M	3.51 M	4.64 M	USD	0.24	USD	0.3112	
	ITECH	https://www.tradingview.com/symbols/OMXSTO-ITECH/	I-TECH AB	19.65 M	0.5428	5.72 M	5.72 M	4.43 M	6.53 M	USD	0.37	USD	1.0704	D
	6955	https://www.tradingview.com/symbols/TWSE-6955/	BONRAYBIO CO LTD	7.39 M	0.4119	5.71 M	2.17 M	2.35 M	2.53 M	USD	0.11	USD	1.0621	D
https://s3-symbol-logo.tradingview.com/may-and-baker-plc-nigeria.svg	MAYBAKER	https://www.tradingview.com/symbols/NSENG-MAYBAKER/	MAY AND BAKER PLC - NIGERIA	19.58 M	0.4628	5.67 M	1.87 M	1.29 M	2.36 M	USD	0	USD	0.5564	
https://s3-symbol-logo.tradingview.com/vertikal-zrt.svg	VERTI	https://www.tradingview.com/symbols/BET-VERTI/	VERTIKAL GROUP ZRT	52.39 M	0.6737	5.62 M	5.62 M	5.29 M	6.7 M	USD	0	USD	1.5275	D
https://s3-symbol-logo.tradingview.com/egyptian-transport-egytrans.svg	ETRS	https://www.tradingview.com/symbols/EGX-ETRS/	EGYPTIAN TRANSPORT (EGYTRANS)	15.01 M	0.9256	5.37 M	2.79 M	4.48 M	3.22 M	USD	0.03	USD	3.129	D
https://s3-symbol-logo.tradingview.com/ikeja-hotel-plc.svg	IKEJAHOTEL	https://www.tradingview.com/symbols/NSENG-IKEJAHOTEL/	IKEJA HOTEL PLC	12.83 M	0.6196	5.22 M	3.88 M	2.72 M	4.15 M	USD	0	USD	2.6501	
https://s3-symbol-logo.tradingview.com/cff-fluid-control-limited.svg	CFF	https://www.tradingview.com/symbols/BSE-CFF/	CFF FLUID CONTROL LIMITED	17.03 M	0.3622	4.97 M	4.05 M	2.79 M	4.77 M	USD	0.14	USD	0.4245	D
https://s3-symbol-logo.tradingview.com/sealmatic-india-limited.svg	SEALMATIC	https://www.tradingview.com/symbols/BSE-SEALMATIC/	SEALMATIC INDIA LIMITED	11.82 M	0.4218	4.85 M	2.33 M	1.86 M	2.7 M	USD	0.21	USD	0.6149	D
https://s3-symbol-logo.tradingview.com/bright-outdoor-media-limited.svg	BRIGHT	https://www.tradingview.com/symbols/BSE-BRIGHT/	BRIGHT OUTDOOR MEDIA LIMITED	14.64 M	0.3974	4.43 M	3.37 M	2.5 M	3.6 M	USD	0.18	USD	1.936	D
https://s3-symbol-logo.tradingview.com/uzertas-boya.svg	INTEK	https://www.tradingview.com/symbols/BIST-INTEK/	INNOSA TEKNOLOJI	7.41 M	4.2814	4 M	2.61 M	3.39 M	3.9 M	USD	0.42	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/po-valley-energy-limited.svg	PVE	https://www.tradingview.com/symbols/ASX-PVE/	PO VALLEY ENERGY LIMITED	6.62 M	1.7605	3.82 M	3.28 M	2.43 M	3.89 M	USD	0	USD	3.25	D
https://s3-symbol-logo.tradingview.com/mobilia-berhad.svg	MOBILIA	https://www.tradingview.com/symbols/MYX-MOBILIA/	MOBILIA HOLDINGS BERHAD	23.96 M	0.1738	3.69 M	3.69 M	3.01 M	4.41 M	USD	0	USD	0.3082	D
https://s3-symbol-logo.tradingview.com/africa-prudential-registrars-plc.svg	AFRIPRUD	https://www.tradingview.com/symbols/NSENG-AFRIPRUD/	AFRICA PRUDENTIAL REGISTRARS PLC	3.72 M	0.7409	3.58 M	2.13 M	1.29 M	2.22 M	USD	0	USD	1.594	
https://s3-symbol-logo.tradingview.com/aryaman-financial-services-ltd.svg	ARYACAPM	https://www.tradingview.com/symbols/BSE-ARYACAPM/	ARYAMAN CAPITAL MARKETS LIMITE	9.05 M	1.2534	3.5 M	3.15 M	2.68 M	3.16 M	USD	0.22	USD	2.5523	D
	ENEST	https://www.tradingview.com/symbols/MYX-ENEST/	ENEST GROUP BERHAD	33.84 M	0.2742	3.49 M	2.1 M	1.88 M	2.31 M	USD	0	USD	0.2397	D
https://s3-symbol-logo.tradingview.com/systango-technolog.svg	SYSTANGO	https://www.tradingview.com/symbols/NSE-SYSTANGO/	SYSTANGO TECHNOLOGIES LTD	7.86 M	0.2828	3.49 M	2.62 M	2.78 M	2.68 M	USD	0.19	USD	0.6956	
https://s3-symbol-logo.tradingview.com/imago-mulia-persada-tbk.svg	LFLO	https://www.tradingview.com/symbols/IDX-LFLO/	IMAGO MULIA PERSADA TBK	7.45 M	0.4877	3.32 M	1.22 M	938 K	1.52 M	USD	0	USD	0.7143	D
https://s3-symbol-logo.tradingview.com/kundan-edifice-lim.svg	KEL	https://www.tradingview.com/symbols/NSE-KEL/	KUNDAN EDIFICE LTD	11.49 M	0.1658	3.18 M	1.61 M	919.88 K	1.87 M	USD	0.09	USD	1.6576	
https://s3-symbol-logo.tradingview.com/third-age-health-s-npv.svg	TAH	https://www.tradingview.com/symbols/NZX-TAH/	THIRD AGE HEALTH SERVICES LTD NPV	10.93 M	0.232	3.15 M	2.02 M	1.19 M	2.51 M	USD	0.12	USD	1.8543	D
https://s3-symbol-logo.tradingview.com/namsys.svg	CTZ	https://www.tradingview.com/symbols/TSXV-CTZ/	NAMSYS INC	4.95 M	0.1647	3.14 M	1.91 M	1.63 M	1.92 M	USD	0.06	USD	0.4185	D
	6979	https://www.tradingview.com/symbols/TPEX-6979/	VICTORY FOR TECHNOLOGY CO LTD	17.7 M	0.6941	3.1 M	1.39 M	1.26 M	2.14 M	USD	0.11	USD	#ERROR!	
https://s3-symbol-logo.tradingview.com/b-i-g-industries.svg	BIG	https://www.tradingview.com/symbols/MYX-BIG/	B.I.G. INDUSTRIES BHD	9.5 M	0.1567	3.05 M	2.08 M	1.69 M	2.65 M	USD	0.03	USD	2.0459	D
https://s3-symbol-logo.tradingview.com/esense-human-res.svg	ESENT	https://www.tradingview.com/symbols/BET-ESENT/	ESENSE HUMAN RES	14.5 M	0.4828	2.88 M	1.27 M	1.31 M	1.75 M	USD	0.13	USD	1.1286	D
https://s3-symbol-logo.tradingview.com/berger-paints-plc-nigeria.svg	BERGER	https://www.tradingview.com/symbols/NSENG-BERGER/	BERGER PAINTS PLC - NIGERIA	7.01 M	0.3413	2.69 M	787.45 K	480.43 K	972.51 K	USD	0	USD	0.9574	
https://s3-symbol-logo.tradingview.com/ztest-electronics.svg	ZTE	https://www.tradingview.com/symbols/CSE-ZTE/	ZTEST ELECTRONICS INC.	6.61 M	0.231	2.69 M	1.41 M	1.12 M	1.67 M	USD	0.03	USD	0.2381	
https://s3-symbol-logo.tradingview.com/nozha-international-hospital.svg	NINH	https://www.tradingview.com/symbols/EGX-NINH/	NOZHA INTERNATIONAL HOSPITAL	8.52 M	0.4632	2.52 M	1.78 M	2.3 M	1.98 M	USD	0.01	USD	0.8694	D
https://s3-symbol-logo.tradingview.com/matrix-parking-solution-berhad.svg	MPSOL	https://www.tradingview.com/symbols/MYX-MPSOL/	MATRIX PARKING SOLUTION HOLDINGS BERHAD	4.95 M	0.387	2.29 M	709.56 K	448.94 K	2.32 M	USD	0	USD	1.5	D
	CSOC.A	https://www.tradingview.com/symbols/TSXV-CSOC.A/	CANSO SELECT OPPORTUNITIES CORP	2.07 M	2.235	2.07 M	7.26 M	6.44 M	7.26 M	USD	1.19	USD	1.111	D
https://s3-symbol-logo.tradingview.com/urban-enviro-waste.svg	URBAN	https://www.tradingview.com/symbols/NSE-URBAN/	URBAN ENVIRO WASTE MGMT L	16.51 M	0.3765	2 M	2 M	1.2 M	2.93 M	USD	0.14	USD	0.4539	
https://s3-symbol-logo.tradingview.com/the-initiates-plc.svg	TIP	https://www.tradingview.com/symbols/NSENG-TIP/	THE INITIATES PLC	3.4 M	1.8401	1.72 M	1.42 M	964.51 K	1.47 M	USD	0	USD	4.6109	
https://s3-symbol-logo.tradingview.com/all-american-gold.svg	AAGC	https://www.tradingview.com/symbols/OTC-AAGC/	All American Gold Corp.	2.9 M	5.9451	1.71 M	595.62 K	595.62 K	595.63 K	USD	0	USD	2	D
https://s3-symbol-logo.tradingview.com/techknowgreen-solutions-limite.svg	TECHKGREEN	https://www.tradingview.com/symbols/BSE-TECHKGREEN/	TECHKNOWGREEN SOLUTIONS LIMITE	3.86 M	0.4069	1.4 M	1.08 M	887.42 K	1.17 M	USD	0.12	USD	0.2414	D
https://s3-symbol-logo.tradingview.com/shine-fashions-india-limited.svg	SHINEFASH	https://www.tradingview.com/symbols/BSE-SHINEFASH/	SHINE FASHIONS (INDIA) LIMITED	9.55 M	0.5072	1.31 M	1.09 M	816.86 K	1.09 M	USD	0.28	USD	0.7098	D
https://s3-symbol-logo.tradingview.com/hoa-cam-concrete-jsc.svg	HCC	https://www.tradingview.com/symbols/HNX-HCC/	HOA CAM CONCRETE JSC	12.57 M	0.3731	1.27 M	804.73 K	615.35 K	1.13 M	USD	0.09	USD	0.8393	D
	IDBTECH	https://www.tradingview.com/symbols/MYX-IDBTECH/	IDB TECHNOLOGIES BERHAD	2.05 M	0.2884	1.26 M	742.03 K	520.96 K	790.06 K	USD	0	USD	0.7407	D
https://s3-symbol-logo.tradingview.com/meyer-plc.svg	MEYER	https://www.tradingview.com/symbols/NSENG-MEYER/	MEYER PLC.	2.19 M	0.5162	751.71 K	291 K	306.04 K	351.23 K	USD	0	USD	1.2938	
https://s3-symbol-logo.tradingview.com/signoria-creation.svg	SIGNORIA	https://www.tradingview.com/symbols/NSE-SIGNORIA/	SIGNORIA CREATION LTD	3.18 M	0.3913	738.15 K	565.94 K	353.21 K	615.86 K	USD	0.07	USD	0.2537	
https://s3-symbol-logo.tradingview.com/mineral-midrange.svg	MND	https://www.tradingview.com/symbols/NEWCONNECT-MND/	MINERAL MIDRANGE	4.39 M	0.5175	383.81 K	351.47 K	287.48 K	422.12 K	USD	0.07	USD	8.2564	D
https://s3-symbol-logo.tradingview.com/sakana.svg	SKN	https://www.tradingview.com/symbols/NEWCONNECT-SKN/	SAKANA	5.89 M	0.2682	241.27 K	186.34 K	117.15 K	302.68 K	USD	0	USD	2.4182	D
https://s3-symbol-logo.tradingview.com/xps-pensions-plc-ord-gbp00005.svg	XPS	https://www.tradingview.com/symbols/LSE-XPS/	XPS PENSIONS GROUP PLC ORD GBP0.0005	291.96 M	0.1841	—	58.22 M	82.56 M	75.6 M	USD	0.38		2.9802	
https://s3-symbol-logo.tradingview.com/admiral-group.svg	ADM	https://www.tradingview.com/symbols/LSE-ADM/	ADMIRAL GROUP ORD GBP0.001	6.6 B	0.3486	—	1.13 B	829.85 M	—		2.71		0.959	
https://s3-symbol-logo.tradingview.com/turkiye-sigorta.svg	TURSG	https://www.tradingview.com/symbols/BIST-TURSG/	TURKIYE SIGORTA	1.51 B	0.8477	—	436.53 M	358.13 M	—		0.08		0.6852	D
https://s3-symbol-logo.tradingview.com/aksigorta.svg	AKGRT	https://www.tradingview.com/symbols/BIST-AKGRT/	AKSIGORTA	351.46 M	0.4165	—	36.22 M	47.21 M	—		0.03		0.668	D
https://s3-symbol-logo.tradingview.com/vakif-fin-kir.svg	VAKFN	https://www.tradingview.com/symbols/BIST-VAKFN/	VAKIF FIN. KIR.	191.17 M	3.1138	—	170.86 M	42.31 M	171.2 M	USD	0.01		0.8733	D
